id,respondido_en,2_edad,3_sexo,4_alcaldia_de_residencia,5_colonia_de_residencia,6_cual_es_tu_medio_de_transporte_mas_comun,7_estas_de_acuerdo_en_que_se_realice_la_ampliacion_de_la_linea_3_del_metrobus,8_si_respondiste_si_que_recomendaciones_harias_para_minimizar_las_afectaciones,9_si_respondiste_parcialmente_cuales_son_las_consideraciones_que_deberian_tomarse_en_cuenta_para_que,10_si_respondiste_no_queremos_conocer_tus_argumentos,11_te_beneficia_la_ampliacion_de_la_linea_3_del_metrobus
755,2019-11-08T05:08:00+00:00,37.0,F,Benito Juárez,Americas unidas,Transporte público,Sí,"Que a la par se hagan calles completas que contemplen ciclovías,así como iluminación y con la infraestructura necesaria para q las mujeres principalmente nos sintamos seguras.",,,Sí
756,2019-11-08T05:07:44+00:00,34.0,F,Benito Juárez,Del Valle,Taxi,Sí,Publicar rutas alternativas para los automovilistas,,,Sí
757,2019-11-08T05:06:27+00:00,56.0,M,Benito Juárez,Américas Unidas,Vehículo particular,No,,,"Es la única vía más o menos rápida para ir hacia el sur de la ciudad, el Metrobús causaría mucho tránsito.
Además que ampliarla sólo hasta Xoco no resuelve nada.
Por otro lado, ya existe una ruta de transporte público por esa avenida.
¡Definitivamente NO a esa ampliación.",No
758,2019-11-08T04:57:54+00:00,26.0,M,Benito Juárez,Narvarte Poniente,Transporte público,Sí,Sería bueno si pudieran trabajar durante la noche más que durante el día.,,,Sí
759,2019-11-08T04:57:16+00:00,65.0,F,Benito Juárez,Portales  Sur,Transporte público,Sí,"Que se utilicen los menos carriles posibles para la construcción, a fin de evitar embotellamientos y la consecuente contaminación",,,Sí
760,2019-11-08T03:57:21+00:00,28.0,F,Benito Juárez,Nápoles,"A pie, Transporte público",Sí,Minimizar tala de árboles y reubicar los talados,,,Sí
761,2019-11-08T03:48:50+00:00,39.0,F,Benito Juárez,Portales,"Transporte público, Taxi",Sí,Se puede hacer por fases para ir afectando por partes,,,Sí
762,2019-11-08T03:44:43+00:00,46.0,M,Benito Juárez,Independencia,Bicicleta,Sí,Impedir estacionamiento en carriles laterales.,,,Sí
763,2019-11-08T03:40:27+00:00,40.0,F,Benito Juárez,Albert,Transporte público,Sí,"Cumplir con los tiempos de construcción de infraestructura. 
Pensar bien la localización de estaciones.",,,Sí
764,2019-11-08T07:47:37+00:00,36.0,M,Benito Juárez,Niños Héroes,Transporte público,Sí,Que el tiempo de construcción sea el menor posible,,,Sí
765,2019-11-08T07:01:50+00:00,35.0,F,Benito Juárez,PORTALES NORTE,Transporte público,Sí,Regular y vigilar comercio ambulante.,,,Sí
766,2019-11-08T07:01:41+00:00,54.0,M,Benito Juárez,General Pedro María Anaya,Bicicleta,Sí,Las afectaciones las tendrá una minoría que usa automóvil. La calle es espacio público y no estacionamiento privado.,,,Sí
767,2019-11-08T07:00:09+00:00,26.0,F,Benito Juárez,Portales Sur,Vehículo particular,No,,,"Reducir carriles genera mayor tráfico = a mayor contaminación. El metrobus no es eficiente y es un medio por el cual se han incrementado los robos y accidentes a ciclistas, motociclistas y automóviles, se deben regular los carriles ya asignados al trolebús y darle a este medio de transporte como al metro un mejor servicio, con mayor seguridad y constantes unidad para evitar retrasos. Hasta que no mejoren el servicio de los medios ya existentes no deberían hacer nuevos igual de ineficientes.",No
768,2019-11-08T05:56:56+00:00,29.0,M,Benito Juárez,Portales,Transporte público,No,,,Se saturaria otra avenida como lo es Cuauhtémoc y las obras ocasionarian caos vial,No
769,2019-11-08T03:40:02+00:00,40.0,F,Benito Juárez,ALAMOS,Transporte público,Sí,,,,Sí
770,2019-11-08T02:49:49+00:00,63.0,F,Benito Juárez,Acacias,Vehículo particular,Sí,,,,Sí
771,2019-11-08T02:42:00+00:00,33.0,F,Benito Juárez,Santa Cruz atoyac,Transporte público,Sí,Hacer trabajos de noche para evitar tanto tráfico,,,Sí
772,2019-11-08T07:50:04+00:00,23.0,M,Benito Juárez,Portales Sur,"A pie, Transporte público",Sí,Que la ampliación contemple la amortiguación ambiental.,,,Sí
773,2019-11-08T04:39:29+00:00,52.0,M,Benito Juárez,Portales,"Transporte público, Vehículo particular",Sí,"Procurar viabilidad con semáforo del cambio de carriles para dar vuelta a la derecha e izquierda en avenidas principales como Xola, Eugenia, Ejes 6, 7, 7a, y 8 Sur.

Lo anterior por el hecho de que si se pretende que los carriles sean por el centro de la avenida, se perdería la posibilidad de utilizar esas vialidades",,,Sí
774,2019-11-08T01:43:15+00:00,49.0,F,Benito Juárez,Xoco,"A pie, Bicicleta, Transporte público, Taxi, Vehículo particular",No,Tiene demasiadas afectaciones.,Tiene demasiadas afectaciones.,"1. Ya existen medios de transporte suficientes en la zona. Varias Líneas de Metro, Metrobus en Insurgentes, etc.
2. La ubicación geográfica del eje vial Cuauhtémoc es indispensable para la movilidad de taxi, uber, auto, bicicleta, motocicleta, camión de basura, patrullas, ambulancias  etc. de la zona y todas las delegaciones vecinas. 
3. Crecientes accidentes del metrobus en 2019 a personas, bicicletas, motocicletas y autos. Riesgo de atropellamiento a peatones. 
4. Complica todo tipo de traslado entre calles y cruces en las avenidas principales de la zona. 
5. La máxima velocidad para circular donde existe metrobus es de 10-15 km/hora, en hora pico es mucho peor la circulación. 
6. Disminuye el tamaño de la avenida a menos del 50% disponible para circular de forma ágil. 
7. Incrementa el caos vial no solo en la calle de metrobus sino en las calles que cruzan la avenida donde existe metrobus.
8. Existen alternativas de transporte eléctrico que no destruye avenidas principales. 
9. Dadas las circunstancias actuales de la CDMX, es urgente invertir este presupuesto para seguridad en la zona, reforestación, dar mantenimiento a banquetas, pavimentar calles que tienen demasiados baches, servicios de salud (medicamentos). etc. 
10. Respeto a la habitantes para circular sin contratiempos en la zona. 
11. Me parece un proyecto caro con demasiadas afectaciones.",No
775,2019-11-08T01:42:36+00:00,50.0,M,Benito Juárez,Xoco,Vehículo particular,No,,,"A favor de la movilidad, pero no del Metrobús, ni del ""secuestro"" de las principales avenidas de la Cdmx. Van a colapsar Cuauhtémoc como lo hicieron con Xola o lo que están haciendo con Troncoso. El Metrobús contamina, es un negocio privado con subsidios crecientes del gobierno y está demostrado que NO HA LOGRADO SUSTITUIR el uso de vehículos, mucho menos en zonas residenciales como el tramo que pretenden usar; tal vez tenga beneficios temporales para algunos, pero afectaciones permanentes para quienes habitamos en la zona. Traerá basura, delincuencia y no hay espacio para una terminal en Xoco. No queremos el Metrobús en Xoco. Inviertan de verdad en planeación de largo plazo, recuperen el Plan Maestro del Metro, mejoren el transporte público cuyo servicio es una calamidad, la gente lo soporta por el precio, pero es indigno; no sólo pretendan aprovechar las vialidades amplias para montar autobuses contaminantes. Reordenen el tránsito vehicular y combatan de verdad la corrupción. Cuauthémoc tiene carriles confinados, háganlos funcionales. Pongan ciclopistas, pero no el Metrobús.",No
776,2019-11-08T00:25:39+00:00,29.0,F,Benito Juárez,GENERAL ANAYA,Transporte público,Sí,"Respetar que esta avenida es usada por muchos ciclistas, por lo que una ciclovía sería viable y aprovechar el contexto en el que ya habrá afectaciones por la construcción del metrobús respecto al tránsito para poder hacerlo posible.",,,Sí
777,2019-11-07T23:55:59+00:00,40.0,M,Benito Juárez,Niños héroes,"Bicicleta, Vehículo particular",Sí,"Infraccionar a los automóviles que se estacionan en los carriles laterales con fotocívicas a lo largo del trayecto que se va a construir, ya que en los carriles confinados actuales se estacionan ubers, taxis camiones de carga y autos particulares, así en el futuro no se limitaría ningún carril de la actual avenida ya que se respetaría el reglamento de tránsito al ir multando a los infractores que usan los carriles laterales de estacionamiento, es necesario que sean fotocívicas (sistema automatizado), ya que con policías de tránsito se tornaría a solapar o de plano se corromperían (cómo actualmente) y no se cumpliría el objetivo de agilizar la movilidad en la Ciudad de México.
Gracias, saludos.",,,Sí
778,2019-11-08T04:53:18+00:00,37.0,M,Benito Juárez,Del Valle,Bicicleta,Sí,Prohibir y sancionar el estacionamiento en los carriles laterales.,,,Sí
779,2019-11-08T04:48:34+00:00,49.0,M,Benito Juárez,San Simón Ticumac,Transporte público,Sí,Señalizacion a vias alternas y accesos peatonales.,,,Sí
780,2019-11-08T04:47:39+00:00,25.0,M,Benito Juárez,Narvarte,Transporte público,Sí,Implementación de arbolado,,,Sí
781,2019-11-08T04:46:25+00:00,41.0,M,Benito Juárez,Acacias,"A pie, Bicicleta, Vehículo particular",No,,,"INSEGURIDAD, ASALTOS, COMERCIO AMBULANTE, INCREMENTO DEL TRANSITO (PARADO), AUMENTO DE CONTAMINACION , NO PODER CRUZAR CUAHUTEMOC EN VARIOS PUNTOS COMO DE SAN LORENSO HACIA EL EJE7 ( VUELTA IZQUIERDA, DE PARROQUIA A EJE 8 VUELTA IZQUIERDA, CRUZAR DE LA COLONIA GENERAL ANAYA HACIA PUEBLO XOCO, SALIR DE XOCO (MAYORAZGO) Y DAR VUELTA IZQ  A BRUNOTRAVEN, Y LAS MULTIPLES CALLES QUE YA NO SE PODRAN DAR VUELTA A LA IZQUIERDA DE LA COLONIA DEL VALLE A LA NARVARTE,",No
782,2019-11-08T04:41:02+00:00,24.0,M,Benito Juárez,Portales Norte,Transporte público,No,,,"Aumentará el tráfico en la zona aledaña y volverá intransitable la Av. Cuauhtémoc , los giros indirectos aumentarán más el ya caótico tránsito sobre los ejes viales en su cruce con eje 1 pte.",No
783,2019-11-07T18:56:21+00:00,46.0,M,Benito Juárez,Xoco,Vehículo particular,No,,,"Bien dia , el espacio que tiene el eje vial de cuahutemoc no es suficiente para que quiten mas carriles, por lo tanto la circulación sera sumamente complicada para los residentes de esta colonia y usualmente los beneficiados son únicamente Los que se desplazan por aquí pero no viven aquí ,por lo tanto solo perjudica!!!",No
784,2019-11-07T18:51:04+00:00,39.0,M,Benito Juárez,Napoles,Bicicleta,Parcialmente,,Incluir una ciclovía porque los automovilistas invaden los carriles del metrobus o no respetan al ciclista,,Sí
785,2019-11-08T01:10:04+00:00,44.0,M,Benito Juárez,General Anaya,"A pie, Transporte público",No,,,"Creo que ya estamos comunicados con el metro tanto con la línea azul como con la verde y como peatón es más complicado el cruce, ademas de que tenemos micros",No
786,2019-11-08T01:09:40+00:00,53.0,F,Benito Juárez,Santa Cruz Atoyac,Vehículo particular,No,,,"No es necesario, además de que sería una obstrucción muy seria al tráfico. No han tomado en cuenta los plantones tan frecuentes en la SAGARPA donde cierran la circulación tanto en Cuauhtémoc como en Municipio Libre. La zona ya cuenta con metro y trolebús. El metrobús es contaminante. El trolebús no. Mejor amplíen la línea del trolebús",No
787,2019-11-07T18:39:53+00:00,33.0,F,Benito Juárez,Del Valle Norte,A pie,Sí,,,,Sí
788,2019-11-07T18:23:14+00:00,41.0,M,Benito Juárez,Miravalle,Transporte público,No,,,"Porque la linea 3 del metrobus es un caos vehicular en su tramo que ya existe, es imposible avanzar en menos de una hora si va uno en carro o taxy porque genera cuellos de botella y solo avanza uno en la parte que no esta la linea.  Sugiero mejor la instalacion de trolebus, es más ecologico y no quita tanto espacio como el metrobus",No
789,2019-11-07T23:33:15+00:00,41.0,M,Benito Juárez,General Pedro María Anaya,Vehículo particular,No,,,"El carril central que pretenden construir para las paradas junto con los dos carriles confinados termina con toda movilidad de automóviles privados, incrementando la contaminación, el ruido y la aglomeración de automóviles, alcanzando también al mismo Metrobus",No
790,2019-11-07T21:10:38+00:00,28.0,Prefiero no decir,Benito Juárez,Postal,"A pie, Transporte público",Sí,Limitar el número de vehículos motorizados que transitan la zona.,,,Sí
791,2019-11-07T21:03:22+00:00,31.0,M,Benito Juárez,Portales Sur,"A pie, Transporte público",Sí,Que la construcción se realice en horario nocturno y conecte con otros medios masivos de transporte.,,,Sí
792,2019-11-07T20:39:10+00:00,22.0,F,Benito Juárez,San José Insurgentes,Transporte público,Sí,"Estudiar las mejores horas y días para realizar las obras, señalizar y sugerir vías alternas",,,Sí
793,2019-11-07T20:29:09+00:00,43.0,M,Benito Juárez,Vertiz Narvarte,Bicicleta,Sí,"Establecer bahías de descenso para los automóviles particulares, de modo que solamente ahí puedan detenerse momentaneamente. Observar que esto se cumpla para evitar aglomeraciones.",,,Sí
794,2019-11-07T20:26:54+00:00,40.0,M,Benito Juárez,Santa cruz atoyac,Vehículo particular,No,,,"Solo genera más tráfico, caos, miedo por el modo que los conductores del metrobus manejan, más contaminación visual por la publicidad en cada estación, más saturación de coches por la cinética nacional",No
795,2019-11-07T19:55:31+00:00,29.0,M,Benito Juárez,Del Valle,Transporte público,Sí,Incluir una cicliovia a lo largo de Va. Cuauhtémoc,,,Sí
796,2019-11-07T18:00:22+00:00,20.0,M,Benito Juárez,Moderna,Transporte público,Sí,Seguridad y correcta planificación y ejecución vial.,,,Sí
797,2019-11-07T17:20:42+00:00,47.0,M,Benito Juárez,Xoco,"A pie, Vehículo particular",No,,,"1. En esta zona se concentran edificios con más de 300 departamentos en cada uno. La densidad de coches ya es alta y el tráfico también se nota. Las vialidades principales como Churubusco con centenario ya se colapsan. Las calles perpendiculares a av México Coyoacan ayudan a desahogar el tráfico. Con el metrobús será peor xq esas calles ya no podrán tomarse para evitar las grandes vialidades.
2. La Cineteca también ya genera tráfico. Los fines de semana se hace cola sobre la avenida para ingresar a ese espacio, al detenerse los coches en la fila, bloquean el acceso a los estacionamientos de los edificios de vivienda. A veces se ocupan hasta dos carriles para ingresar a la Cineteca.
3. Los niveles de contaminación acústica ya son elevados. El metrobús provocaría que se reduzca la fluidez para  atravesar la avenida, provocando que los coches aceleren, frenen, toquen claxon, etc. Esto generaría más ruido. Adicional a los decibeles del metrobús. 
4. Sugiero que metan mejor carril bici. Eso ayudaría mucho.",No
798,2019-11-07T22:34:59+00:00,32.0,M,Benito Juárez,Del valle centro,"Bicicleta, Transporte público","Parcialmente, Sí",,Que no afecte a la bicis más de lo que ya la afecta las invasiones a los carriles confinados para bicis.,,Sí
799,2019-11-07T21:57:02+00:00,30.0,M,Benito Juárez,Actipan,"A pie, Bicicleta, Transporte público",Sí,Respetar los acuerdos para el medio ambiente como forestación y contemplar la accesibilidad,,,Sí
800,2019-11-07T21:22:07+00:00,51.0,M,Benito Juárez,Xoco,Vehículo particular,No,,,"La zona no requiere este tipo de servicio ya que hay pocas accesos a las colonias aledañas y si se parte por la mitad la avenida, realmente se generarán serios problemas de tráfico.
Por favor ven las implicaciones e impactos negativos que esto tendría antes de iniciar la obra, por favor se los pido. 
No es viable el metrobús en Xoco",No
801,2019-11-07T18:21:29+00:00,53.0,M,Benito Juárez,Portales,"Transporte público, Vehículo particular",No,,,Se reducirá mucho la capacidad vial de esta vía de comunicación que se vio muy afectada con la construcción del primer tramo del metro bus y que corre por encima de la línea 3 del metro lo que parece una mala planeación. Ya que dos formas de transporte público corren por la misma vía y se reduce demasiado la ya de por sí afectada vialidad,No
802,2019-11-07T16:41:15+00:00,50.0,Prefiero no decir,Benito Juárez,Xoco,Transporte público,No,,,"Hé visto cómo se atrofian las vialidades desde el momento de la construcción. Es la única avenida decente que nos queda ya en esta ciudad, ya no la atrofien más por favor. Yo viajo en transporte público y es suficiente todo el qué hay. Yo respeto mucho el gobierno actual y celebro que ahora sí se toma en cuenta nuestra opinión. Por favor, ya no más construcciones, ya no cabemos.",No
803,2019-11-07T17:31:39+00:00,28.0,F,Benito Juárez,Mixcoac,Bicicleta,Sí,"Al ser mayoria las personas que se trasladan en transporte publico, es justo que se destine mas espacio a este, disminuir el uso del auto particular debe ser prioridad  ya que esto no solo beneficiara la movilidad si no que también la salud de las personas, se tiene qie hacer un metrobus accesible para todos",,,Sí
804,2019-11-07T15:56:40+00:00,48.0,M,Benito Juárez,Xoco,Transporte público,No,,,"Actualmente no hay un sistema de transporte público saturado que cubra la ruta que plantean con este proyecto.
El metrobus es un sistema muy invasivo en las vialidades y contaminante.

Propongo que habiliten una ruta de Trolebus, que es un sistema eléctrico, por lo tanto ecológico no contaminante y que aumentaría el flujo de personas en transporte público. Y puede cubrir los dos sentidos sobre el eje 1 poniente.",No
805,2019-11-07T15:53:24+00:00,36.0,M,Benito Juárez,Mixcoac,"A pie, Bicicleta, Transporte público",Sí,que aseguren que haya espaciosyy cruces peatonales seguros durante las obras cuando se afecten banquetas y cruces previamente establecidos,,,Sí
806,2019-11-07T15:52:04+00:00,51.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"Son varios puntos del por que no.
1.- Esto obstruye la entrada a mi casa
2.- La vialidad se verá afectada, por 2 razones principales.
      a) La entrada de la cineteca
      b) El instituto indigenista constantemente tiene manifestaciones y cierran la avenida méxico coyoacán
           lo que provocaría un caos mayor para toda la zona",No
807,2019-11-07T15:47:11+00:00,41.0,M,Benito Juárez,NARVARTE,"A pie, Bicicleta, Transporte público",Sí,"EJECUTAR UN PROGRAMA SERIO DE REORDENAMIENTO DEL ESPACIO PUBLICO EN EL TRAYECTO, COLOCAR MAYOR VIGILANCIA Y ASISTENCIA DE TRANSITO PARA QUE SE RESPETEN LAS NORMAS DE TRANSITO",QUE SE TOME EN CUENTA LAS OPINIONES DE LOS VECINOS PARA EL ANALISIS DE ALTERNATIVAS DE MANERA QUE LOS MISMOS VECINOS SEAN PARTE DE LA SOLUCION,,Sí
808,2019-11-07T15:44:48+00:00,36.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"Principalmente inseguridad a casa habitacion y transeuntes
Trafico",No
809,2019-11-07T15:37:19+00:00,47.0,M,Benito Juárez,Nápoles,"A pie, Bicicleta, Transporte público, Taxi, Vehículo particular",Parcialmente,,"1) Incluir ciclovía. Las ciclovías sirven no solo para las bicicletas particulares sino para triciclos de carga, vehículos de micromovilidad y sistemas compartidos como ecobici, scooters y bicicletas eléctricas.
2) Comprar metrobuses de doble puerta y concentrarlos en el tramo Etiopía-Coyoacán, para que sea posible diseñar el corredor en carriles derechos, no necesariamente en carriles centrales. Los metrobuses sobrantes de una sola puerta pueden ir sustituyendo buses de más de 10 años de otros corredores.",,Sí
810,2019-11-07T16:21:18+00:00,35.0,F,Benito Juárez,Moderna,"A pie, Bicicleta, Transporte público",Sí,Cruces seguros a nivel de calle y ciclovía para tener el modelo de calle completa.,,,Sí
811,2019-11-07T16:18:06+00:00,46.0,F,Benito Juárez,XOCO,Vehículo particular,No,,,"porque es una vía que siempre se transita sin problema, no hay tráfico  y el hacer esta ampliación ahora si se convertirá en una vía conflictiva.",No
812,2019-11-07T16:15:50+00:00,30.0,M,Benito Juárez,Vertiz Narvarte,Transporte público,Sí,"Planeación eficiente para que este proyecto no afecte a todxs lxs ciudadanxs durante su ejecución.

Considerar a todos los elementos involucrados que podrían verse ""complicados"" con esta ampliación: peatones, ciclistas, automovilistas, usuarios actuales de la L3.",,,Sí
813,2019-11-13T17:31:50+00:00,33.0,M,Coyoacán,Del Carmen,"Bicicleta, Transporte público",Sí,Hacer un plan que implique desviar el tráfico y mantener el acceso peatonal y en bicicleta.,,,Sí
814,2019-11-13T17:09:27+00:00,52.0,F,Coyoacán,Hermosillo,"Bicicleta, Transporte público",Parcialmente,,"Hay que considerar pasos peatonales a nivel banqueta, sobre todo para las personas con dificultad para moverse (niños, personas de la tercera edad, invidentes, personas que usen sillas de rueda o apoyos ortopédicos); también hay que considerar una ciclovía y lugares para anclar las bicicletas, que permitan el uso de transporte multimodal.",,Sí
815,2019-11-13T03:21:57+00:00,55.0,F,Coyoacán,PEDRO MARÍA ANAYA,"A pie, Vehículo particular",No,,,"No me parece apropiado que hayan dado permiso para construcción de edificios departamentales tan grandes sobre popocatépetl y cuauhtémoc, y luego reduzcan el número de carriles para acceder a los departamentos.
No me parece que terminen la línea en el hospital de Xoco... ¿cómo planean que den vuelta los camiones? ¿Por qué no lo terminan en zapata y que sea conexión con el metro?
Desde mi punto de vista, con el metro y los camiones es suficiente para mover a la población de la zona.",No
816,2019-11-13T02:50:21+00:00,25.0,M,Coyoacán,Piloto Culhuacán,Transporte público,Sí,"Realizar las obras por fases, podrían destinar los recursos de tal modo que se construyan e inauguren las estaciones incorporando una a la vez y así mitigar las complicaciones viales",,,Sí
817,2019-11-12T20:44:17+00:00,33.0,M,Coyoacán,Pedregal de Carrasco,"Transporte público, Taxi",Sí,Minimizar el impacto al arbolado urbano.,,,Sí
818,2019-11-12T05:24:38+00:00,20.0,M,Coyoacán,Parque San Andrés,Vehículo particular,Sí,Confinar los carriles centrales y continuar con el proyecto.,,,Sí
819,2019-11-12T00:20:05+00:00,28.0,M,Coyoacán,STO DOMINGO,Transporte público,Sí,"QUE EL PROYECTO EN CUESTIÓN CUMPLA CON LAS NORMAS DE ESTANDARIZACION INTERNACIONAL (ISO), EN MATERIA DE MEDIO AMBIENTE Y DE RESPONSABILIDAD SOCIAL; ISO 14000 E ISO 26000.",,,Sí
820,2019-11-11T22:05:12+00:00,55.0,F,Coyoacán,Los Cipreses,Vehículo particular,No,,,"Las colonias Del Valle y Xoco, se veran afectadas porque son calles pequeñas, y no podra el metrobus dar vuelta, al regresar del centro, el trafico disminuye mucho a partir de universidad y division del norte y el trafico se divide en 3 intersecciones y da un respiro y se agiliza hacia el sur con el metrobus el trafico se alentara hasta churubusco y esa zona ya tiene muchos problemas en horas pico, por lo que el beneficio no es mayor solo proporciona mas caos a vias que se suponen rapidas. Ademas ya tenemos metro linea 3 en esa zona.",No
821,2019-11-11T18:45:43+00:00,29.0,M,Coyoacán,Barrio de la Concepción,Vehículo particular,Sí,"Consideraría idear alguna manera de hacer eficiente el último tramo de la ruta: frente al Hospital Xoco y la Cineteca. En horas pico hay autos que hacen fila para entrar al estacionamiento de la Cineteca y en el Hospital de Xoco siempre hay movimiento. Más aún, las laterales de Río Churubusco y la entrada al centro de Coyoacán, crean un nudo.",,,Sí
822,2019-11-11T18:13:36+00:00,41.0,M,Coyoacán,Xotepingo,"Bicicleta, Transporte público",Sí,"Sincronizar los semáforos que pueda haber sobre la avenida para agilizar el flujo vehicular.

Urge incluir una ciclovía.",,,Sí
823,2019-11-10T16:11:28+00:00,42.0,M,Coyoacán,Campestre Churubusco,Vehículo particular,Sí,,,,Sí
824,2019-11-09T23:58:10+00:00,52.0,M,Coyoacán,Del Carmen,Vehículo particular,No,,,"El hecho de reducir carriles sobre el eje 1 va a generar conflicto
 vial en las colonias por donde pase y como ejemplo lo que paso con el eje 4, y en donde ya se afecto el eje 1 donde ya está en funcionamiento el metrobus. Si ya la ciudad es un caos por que seguir complicando mas y generando mas tráfico y mas contaminación.",No
825,2019-11-10T00:58:39+00:00,46.0,M,Coyoacán,Pedregal Santa Úrsula,Transporte público,Sí,,,,Sí
826,2019-11-09T18:40:05+00:00,32.0,M,Coyoacán,Paseos de Taxqueña,Transporte público,No,,,,No
827,2019-11-08T21:11:52+00:00,28.0,Prefiero no decir,Coyoacán,Romero de terreros,Transporte público,Sí,Ciclovías también. Conectadas al metro bus. Espacio peatonal suficiente.,,,Sí
828,2019-11-08T20:18:00+00:00,29.0,F,Coyoacán,COPILCO UNIVERSIDAD,Transporte público,Sí,Información adecuada sobre las rutas de desvío. Eficiente gerencia de obra para gestionar el tráfico vehicular durante la construcción.,,,Sí
829,2019-11-08T23:01:57+00:00,45.0,M,Coyoacán,Paseos de Taxqueña,Transporte público,Sí,Agilizar el tránsito vehicular en el contrasentido,,,Sí
830,2019-11-08T20:33:07+00:00,25.0,M,Coyoacán,Portales norte,Transporte público,Sí,Acabar a tiempo,,,Sí
831,2019-11-08T17:44:17+00:00,32.0,M,Coyoacán,Alianza Popular Revolucionaria,"A pie, Transporte público",Sí,,,,Sí
832,2019-11-08T16:35:27+00:00,24.0,F,Coyoacán,Pedregal de carrasco,Transporte público,Sí,,,,Sí
833,2019-11-08T16:20:16+00:00,31.0,F,Coyoacán,Del Carmen,Transporte público,Parcialmente,,"Me preocupa sobretodo la afectación ambiental, sobretodo con el Panteón de la gente del pueblo de Xoco, que tiene muchísimos árboles. Escuche que la intención sería convertirlo en un estacionamiento de camiones de MB lo cual de entrada me suena un poco exagerado pero pues sería bueno que compartieran en las redes sociales el plan de construcción, el tiempo que se va a tomar, y que hicieran pública la información sobre la mínima afectación que mencionan al medio ambiente.",,Sí
834,2019-11-08T14:43:25+00:00,32.0,M,Coyoacán,Del carmen,"A pie, Bicicleta, Transporte público",Sí,Hacerlo estético. Mejorar unidades para que generen menos ruido y contaminen menos.,,,Sí
835,2019-11-08T06:06:19+00:00,36.0,M,Coyoacán,Chimalistac,Transporte público,Sí,Evitar que los coches se estacionen sobre ejes viales.,Sembrar árboles sobre los ejes viales,,Sí
836,2019-11-08T05:56:53+00:00,24.0,M,Coyoacán,Copilco Universidad,Transporte público,Sí,,,,Sí
837,2019-11-08T04:25:34+00:00,36.0,F,Coyoacán,Pueblo de Los Reyes Coyoacan,"Transporte público, Vehículo particular",Sí,"Mantener las zonas alrededor de las estaciones libre de vendedores ambulantes y puestos irregulares de venta de alimentos. 
Instalar un biciestacionamiento masivo en los alrededores de alguna estación para facilitar el traslado multimodal.",,,Sí
838,2019-11-08T00:35:44+00:00,23.0,M,Coyoacán,Copilco Universidad,"A pie, Transporte público",Sí,"Llevar a cabo la obra en el tiempo establecido y en el tramo en obra realizar operativos que agilicen el tránsito en vialidades cercanas.
Contemplar rutas alimentadoras en la terminal Hospital Xoco, principalmente hacia el Sur, para que exista un beneficio en colonias de la delegación Coyoacán.
Adquirir las unidades necesarias para esta ampliación.
Dialogar con los vecinos del pueblo Xoco para que vean los beneficios que tendrían al tener acceso a un sistema como el Metrobús.",,,Sí
839,2019-11-07T17:13:54+00:00,26.0,M,Coyoacán,Jardines del pedregal,A pie,Sí,Renovación de banquetas,,,Sí
840,2019-11-10T17:13:54+00:00,29.0,M,"Coyoacán, Benito Juárez",Narvarte Orientr,"Transporte público, Vehículo particular",Parcialmente,,"Considero que es un error la construcción sobre carriles centrales. En el nuevo tramo podría circular por los carriles de extrema izquierda y derecha (camiones en contrasentido para que las puertas coincidan) y estaciones sobre la banqueta con rediseño de cruces seguros.
Con el carril que se ""ahorra"" al no tener estación en carril central podría construirse en segundo carril de extrema derecha ciclovia para ambos sentidos con carril confinado.

En realidad lo ideal sería el rediseño de toda la L3 para que el Metrobus circule por los extremos y con estaciones más simples y compactas así como en MB Reforma. Ese modelo funciona mucho mejor y ahorra espacio aprovechable para infraestructura ciclista.",,Sí
841,2019-11-12T06:13:06+00:00,27.0,M,Cuajimalpa,Cuajimalpa,Transporte público,Sí,"Realizar los trabajos en horarios poco transitados y garantizar en la medida de lo posible el libre tránsito, sobretodo cuando el flujo de vehículos es mayor",,,Sí
842,2019-11-08T23:41:18+00:00,25.0,F,Cuajimalpa,San Lorenzo Acopilco,Transporte público,No,,,"Hacen más tráfico, solo lo hacen para no perder el presupuesto otorgado",No
843,2019-11-14T03:04:03+00:00,56.0,"Prefiero no decir, M","Cuajimalpa, Coyoacán, Benito Juárez",Letrán Valle,"A pie, Transporte público, Vehículo particular",Sí,Ninguna,,,Sí
844,2019-11-14T06:01:28+00:00,37.0,M,Cuauhtémoc,Tlatelolco,"A pie, Bicicleta, Transporte público",Sí,"Uy ,ni idea Solo se me ocurre redireccionar el tránsito y trabajar lo posible de noche para evitar la afluencia.Duplicar o triplicar la manos de obra para reducir el tiempo de realización a lo mínimo.

Y ya que estamos en eso...crear por encima de el paso del metrobus una ciclovía .Jardines encima de los metrobuses y que las mismas estaciones sean jardines de bolsillo.

[]T[]",,,Sí
845,2019-11-14T01:53:46+00:00,28.0,F,Cuauhtémoc,Tlatelolco,Transporte público,Sí,Evitar dañar las áreas verdes,,,Sí
846,2019-11-14T02:18:39+00:00,35.0,F,Cuauhtémoc,Obrera,"A pie, Bicicleta, Transporte público, Taxi",Sí,,,,Sí
